id,TA,Indication,Generic,Brand,Firm
185,Ophthalmology,Ocular Hypertension,latanoprost,Latanoprost,FDC Ltd
185,Ophthalmology,Open-Angle Glaucoma,latanoprost,Latanoprost,FDC Ltd
186,Oncology,Adenocarcinoma Of The Gastroesophageal Junction,trastuzumab biosimilar,Ontruzant,Samsung Bioepis Co Ltd
186,Oncology,Breast Cancer,trastuzumab biosimilar,Ontruzant,Samsung Bioepis Co Ltd
186,Oncology,Metastatic Breast Cancer,trastuzumab biosimilar,Ontruzant,Samsung Bioepis Co Ltd
187,Oncology,Colon Cancer,oxaliplatin,Oxaliplatin,Qilu Pharmaceutical Co Ltd
188,Oncology,Epithelial Ovarian Cancer,niraparib,Zejula,TESARO Inc
188,Oncology,Fallopian Tube Cancer,niraparib,Zejula,TESARO Inc
188,Oncology,Peritoneal Cancer,niraparib,Zejula,TESARO Inc
189,Hematology,Hemorrhage,fibrinogen (human) + thrombin (human),Raplixa,Mallinckrodt LLC
190,Neurology,Restless Legs Syndrome,rotigotine ER,Neupro,UCB Inc
191,Neurology,Bipolar Disorder,loxapine,Adasuve,Alexza Pharmaceuticals Inc
191,Neurology,Schizophrenia,loxapine,Adasuve,Alexza Pharmaceuticals Inc
192,Immunology,Rheumatoid Arthritis,abatacept,Orencia,Bristol-Myers Squibb Co
193,Infectious Disease,Human Immunodeficiency Virus,cobicistat,Tybost,Gilead Sciences Inc
194,Metabolic Disorders,Hyperphenylalaninemia,pegvaliase,Palynziq,BioMarin Pharmaceutical Inc
194,Metabolic Disorders,Phenylketonuria,pegvaliase,Palynziq,BioMarin Pharmaceutical Inc
195,Musculoskeletal Disorders,Polyarticular Juvenile Idiopathic Arthritis,abatacept,Orencia,Bristol-Myers Squibb Co
195,Musculoskeletal Disorders,Psoriatic Arthritis,abatacept,Orencia,Bristol-Myers Squibb Co
196,Oncology,Epithelial Ovarian Cancer,treosulfan,Treosulfan,Tillomed Laboratories Ltd
198,Neurology,Dravet Syndrome,stiripentol,Diacomit,Biocodex Inc
199,Neurology,General Anesthetic Effect,sevoflurane,Sevoflurane,Baxter
200,Dermatology,Actinic Keratosis,aminolevulinic acid hydrochloride,Ameluz,Biofrontera
201,Urinalogy,Urinary Tract Infections,colistimethate sodium,Colistimethate Sodium,Xellia Pharmaceuticals
202,Infectious Disease,Equine Encephalitis,acyclovir,Acyclovir Sodium,Pfizer Inc
202,Infectious Disease,Genital Herpes,acyclovir,Acyclovir Sodium,Pfizer Inc
202,Infectious Disease,Herpes Zoster,acyclovir,Acyclovir Sodium,Pfizer Inc
202,Infectious Disease,Simplexvirus Infections,acyclovir,Acyclovir Sodium,Pfizer Inc
202,Infectious Disease,Varicella Zoster Infections,acyclovir,Acyclovir Sodium,Pfizer Inc
204,Metabolic Disorders,Homozygous Familial Hypercholesterolemia,rosuvastatin calcium,Rosuvastatin Calcium,Biocon Ltd
205,Metabolic Disorders,Mixed Dyslipidemia,rosuvastatin calcium,Rosuvastatin Calcium,Biocon Ltd
206,Oncology,Squamous Cell Carcinoma,cemiplimab,Libtayo,Regeneron Pharmaceuticals Inc
207,Respiratory,Cystic Fibrosis,ivacaftor + lumacaftor,Orkambi,Vertex Pharmaceuticals Inc
208,Respiratory,Lower Respiratory Tract Infections,colistimethate sodium,Colistimethate Sodium,Xellia Pharmaceuticals
211,Cardiology,Cardiovascular Risk Factors,telmisartan,Micardis,Boehringer
213,Metabolic Disorders,Type 2 Diabetes,pioglitazone hydrochloride,Actos,Takeda Pharmaceutical Co Ltd
214,Cardiology,Myocardial Infarction,eptifibatide,Integrilin,Merck
214,Cardiology,Unstable Angina,eptifibatide,Integrilin,Merck
215,Musculoskeletal Disorders,Gouty Arthritis,febuxostat,Febuxostat,Mylan Inc
216,Metabolic Disorders,Hyperuricemia,febuxostat,Febuxostat,Mylan Inc
217,Hematology,Hemophilia A,"antihemophilic factor (recombinant), PEGylated",Jivi,Bayer
218,Hematology,Febrile Neutropenia,pegfilgrastim,Udenyca,Coherus BioSciences Inc
219,Genetic Disorders,Porphyria,afamelanotide acetate,Scenesse,Clinuvel Pharmaceuticals Ltd
220,Metabolic Disorders,Hyperlipidemia,rosuvastatin calcium,Rosuvastatin Calcium,Biocon Ltd
221,Oncology,Breast Cancer,neratinib,Nerlynx,Puma Biotechnology Inc
222,Neurology,Batten Disease,cerliponase alfa,Brineura,BioMarin Pharmaceutical Inc
224,Hematology,Febrile Neutropenia,pegfilgrastim,Neulasta,Amgen Inc
225,Urinalogy,Urinary Tract Infections,ceftriaxone sodium,Ceftriaxone,Qilu Pharmaceutical Co Ltd
226,Infectious Disease,Bacteremia,ceftriaxone sodium,Ceftriaxone,Qilu Pharmaceutical Co Ltd
226,Infectious Disease,Bacterial Meningitis,ceftriaxone sodium,Ceftriaxone,Qilu Pharmaceutical Co Ltd
226,Infectious Disease,Complicated Intra-Abdominal Infections,ceftriaxone sodium,Ceftriaxone,Qilu Pharmaceutical Co Ltd
226,Infectious Disease,Osteomyelitis,ceftriaxone sodium,Ceftriaxone,Qilu Pharmaceutical Co Ltd
226,Infectious Disease,Pelvic Inflammatory Disease,ceftriaxone sodium,Ceftriaxone,Qilu Pharmaceutical Co Ltd
226,Infectious Disease,Uncomplicated Cervical And Urethral Gonorrhea,ceftriaxone sodium,Ceftriaxone,Qilu Pharmaceutical Co Ltd
227,Infectious Disease,Skin And Skin Structure Infections Caused By Bacteria,ceftriaxone sodium,Ceftriaxone,Qilu Pharmaceutical Co Ltd
228,Respiratory,Lower Respiratory Tract Infections,ceftriaxone sodium,Ceftriaxone,Qilu Pharmaceutical Co Ltd
230,Neurology,Local Anesthetic Effect,articaine hydrochloride + epinephrine,Orabloc,Pierrel Spa
231,Dermatology,Acne Vulgaris,doxycycline,Vibramycin,Pfizer Inc
233,Gastroenterology,Acid Indigestion,omeprazole DR,Omeprazole,Dexcel
234,Urinalogy,Urinary Tract Infections,ceftazidime,Ceftazidime,ACS Dobfar SPA
235,Urinalogy,Urinary Tract Infections,doxycycline,Vibramycin,Pfizer Inc
236,Urinalogy,Urinary Tract Infections,ceftriaxone sodium,Ceftriaxone,ACS Dobfar SPA
237,Hematology,Erythroblastosis Fetalis,rho(D) immune globulin (human),WinRho SDF,Emergent BioSolutions Inc
237,Hematology,Idiopathic Thrombocytopenic Purpura,rho(D) immune globulin (human),WinRho SDF,Emergent BioSolutions Inc
238,Infectious Disease,Bacterial Meningitis,ceftazidime,Ceftazidime,ACS Dobfar SPA
238,Infectious Disease,Bacterial Pneumonia,ceftazidime,Ceftazidime,ACS Dobfar SPA
238,Infectious Disease,Complicated Intra-Abdominal Infections,ceftazidime,Ceftazidime,ACS Dobfar SPA
238,Infectious Disease,Osteomyelitis,ceftazidime,Ceftazidime,ACS Dobfar SPA
239,Infectious Disease,Acute Intestinal Amoebiasis,doxycycline,Vibramycin,Pfizer Inc
239,Infectious Disease,Brucellosis,doxycycline,Vibramycin,Pfizer Inc
239,Infectious Disease,Chancroid,doxycycline,Vibramycin,Pfizer Inc
239,Infectious Disease,Cholera,doxycycline,Vibramycin,Pfizer Inc
239,Infectious Disease,Louse-Borne Relapsing Fever,doxycycline,Vibramycin,Pfizer Inc
239,Infectious Disease,Nongonococcal Urethritis,doxycycline,Vibramycin,Pfizer Inc
239,Infectious Disease,Q Fever,doxycycline,Vibramycin,Pfizer Inc
239,Infectious Disease,Rocky Mountain Spotted Fever,doxycycline,Vibramycin,Pfizer Inc
239,Infectious Disease,Syphilis,doxycycline,Vibramycin,Pfizer Inc
239,Infectious Disease,Tularaemia,doxycycline,Vibramycin,Pfizer Inc
239,Infectious Disease,Typhus Fever,doxycycline,Vibramycin,Pfizer Inc
239,Infectious Disease,"Uncomplicated Urethral, Endocervical, or Rectal Infections in Adults",doxycycline,Vibramycin,Pfizer Inc
240,Infectious Disease,Bacteremia,ceftriaxone sodium,Ceftriaxone,ACS Dobfar SPA
240,Infectious Disease,Bacterial Meningitis,ceftriaxone sodium,Ceftriaxone,ACS Dobfar SPA
240,Infectious Disease,Complicated Intra-Abdominal Infections,ceftriaxone sodium,Ceftriaxone,ACS Dobfar SPA
240,Infectious Disease,Osteomyelitis,ceftriaxone sodium,Ceftriaxone,ACS Dobfar SPA
240,Infectious Disease,Pelvic Inflammatory Disease,ceftriaxone sodium,Ceftriaxone,ACS Dobfar SPA
241,Infectious Disease,Aspergillosis,voriconazole,Voriconazole,Amneal
241,Infectious Disease,Candidiasis,voriconazole,Voriconazole,Amneal
241,Infectious Disease,Systemic Candidiasis,voriconazole,Voriconazole,Amneal
242,Musculoskeletal Disorders,Septic Arthritis,ceftazidime,Ceftazidime,ACS Dobfar SPA
243,Oncology,Metastatic Colorectal Cancer,irinotecan hydrochloride,Irinotecan Hydrochloride,Qilu Pharmaceutical Co Ltd
246,Neurology,Pain,diclofenac,Flector,IBSA Pharma
247,Metabolic Disorders,Diabetic Macular Edema,fluocinolone acetonide SR,Iluvien,Alimera Sciences Inc
248,Metabolic Disorders,Familial Amyloid Neuropathies,inotersen sodium,Tegsedi,Ionis Pharmaceuticals Inc
249,Musculoskeletal Disorders,Septic Arthritis,cefazolin sodium,Cefazolin Sodium,Qilu Pharmaceutical Co Ltd
250,Neurology,Relapsing Remitting Multiple Sclerosis,natalizumab,Tysabri,Biogen Inc
251,Neurology,Bulimia Nervosa,fluoxetine hydrochloride,Prozac,Eli Lilly
251,Neurology,Obsessive-Compulsive Disorder,fluoxetine hydrochloride,Prozac,Eli Lilly
252,Neurology,Depression,fluoxetine hydrochloride,Prozac,Eli Lilly
253,Neurology,General Anesthetic Effect,desflurane,Suprane,Baxter
254,Neurology,Dental Pain,ibuprofen,Advil,Pfizer Inc
254,Neurology,Myalgia,ibuprofen,Advil,Pfizer Inc
254,Neurology,Tension -Type Headache,ibuprofen,Advil,Pfizer Inc
255,Genetic Disorders,Gaucher Disease Type I,imiglucerase,Cerezyme,Genzyme Corp
256,Hematology,Hemophilia A,anti-inhibitor coagulant complex,Feiba,Baxalta Inc
256,Hematology,Hemophilia B,anti-inhibitor coagulant complex,Feiba,Baxalta Inc
257,Infectious Disease,Human Immunodeficiency Virus,emtricitabine + tenofovir disoproxil fumarate,Truvada,Gilead Sciences Inc
258,Infectious Disease,Hepatitis B,entecavir,Baraclude,Bristol-Myers Squibb Co
259,Infectious Disease,Aspergillosis,voriconazole,Vfend,Pfizer Inc
259,Infectious Disease,Candidiasis,voriconazole,Vfend,Pfizer Inc
259,Infectious Disease,Systemic Candidiasis,voriconazole,Vfend,Pfizer Inc
260,Infectious Disease,Hepatitis C,peginterferon alfa-2b,Pegintron,Merck
262,Cardiology,Deep Vein Thrombosis,apixaban,Eliquis,Bristol-Myers Squibb Co
262,Cardiology,Stroke,apixaban,Eliquis,Bristol-Myers Squibb Co
263,Cardiology,Pulmonary Arterial Hypertension,sildenafil citrate,Revatio,Pfizer Inc
264,Respiratory,Exercise-Induced Bronchoconstriction,montelukast sodium,Singulair,Merck
264,Respiratory,Perennial Allergic Rhinitis,montelukast sodium,Singulair,Merck
264,Respiratory,Seasonal Allergic Rhinitis,montelukast sodium,Singulair,Merck
265,Respiratory,Perennial Allergic Rhinitis,mometasone furoate,Nasonex,Merck
265,Respiratory,Seasonal Allergic Rhinitis,mometasone furoate,Nasonex,Merck
266,Oncology,Bone Metastasis,radium Ra 223 dichloride,Xofigo,Bayer
266,Oncology,Hormone Refractory Prostate Cancer,radium Ra 223 dichloride,Xofigo,Bayer
267,Oncology,Metastatic Renal Cell Carcinoma,temsirolimus,Torisel,Pfizer Inc
268,Genetic Disorders,Mucopolysaccharidosis IV,elosulfase alfa,Vimizim,BioMarin Pharmaceutical Inc
269,Genetic Disorders,Mucopolysaccharidosis VI,galsulfase,Naglazyme,BioMarin Pharmaceutical Inc
270,Dermatology,Bruise,diclofenac,Flector,IBSA Pharma
271,Genetic Disorders,Mucopolysaccharidosis I,laronidase,Aldurazyme,Genzyme Corp
272,Respiratory,Asthma,formoterol fumarate + mometasone furoate,Dulera,Merck
273,Immunology,Hematopoietic Stem Cell Transplantation,plerixafor,Mozobil,Genzyme Corp
274,Infectious Disease,Typhoid Fever,typhoid [strain salmonella typhi Ty21a] vaccine DR,Vivotif,PaxVax Inc
275,Neurology,General Anesthetic Effect,isoflurane,Isoflurane,Piramal Critical Care Inc
276,Genetic Disorders,Duchenne Muscular Dystrophy,eteplirsen,Exondys 51,Sarepta Therapeutics Inc
277,Infectious Disease,Hepatitis A,hepatitis A vaccine,Vaqta,Merck
278,Urinalogy,Urinary Tract Infections,ceftolozane sulfate + tazobactam sodium,Zerbaxa,Merck
279,Infectious Disease,Complicated Intra-Abdominal Infections,ceftolozane sulfate + tazobactam sodium,Zerbaxa,Merck
279,Infectious Disease,Pyelonephritis,ceftolozane sulfate + tazobactam sodium,Zerbaxa,Merck
280,Immunology,Plaque Psoriasis,betamethasone dipropionate + calcipotriene,Enstilar,Leo Pharma
281,Immunology,Drug Hypersensitivity Reactions,hydrocortisone acetate,Cortef,Pfizer Inc
281,Immunology,Juvenile Rheumatoid Arthritis,hydrocortisone acetate,Cortef,Pfizer Inc
281,Immunology,Pemphigus,hydrocortisone acetate,Cortef,Pfizer Inc
281,Immunology,Psoriasis,hydrocortisone acetate,Cortef,Pfizer Inc
281,Immunology,Rheumatoid Arthritis,hydrocortisone acetate,Cortef,Pfizer Inc
281,Immunology,Serum Sickness,hydrocortisone acetate,Cortef,Pfizer Inc
281,Immunology,Symptomatic Sarcoidosis,hydrocortisone acetate,Cortef,Pfizer Inc
281,Immunology,Systemic Lupus Erythematosus,hydrocortisone acetate,Cortef,Pfizer Inc
282,Infectious Disease,HIV-Associated Lipodystrophy Syndrome,tesamorelin acetate,Egrifta,Theratechnologies Inc
283,Oncology,Extranodal Marginal Zone B-Cell Lymphoma,lenalidomide,Revlimid,Celgene Corp
283,Oncology,Follicular Lymphoma,lenalidomide,Revlimid,Celgene Corp
283,Oncology,Mantle Cell Lymphoma,lenalidomide,Revlimid,Celgene Corp
283,Oncology,Marginal Zone B-cell Lymphoma,lenalidomide,Revlimid,Celgene Corp
283,Oncology,Nodal Marginal Zone B-Cell Lymphoma,lenalidomide,Revlimid,Celgene Corp
283,Oncology,Splenic Marginal Zone B-Cell Lymphoma,lenalidomide,Revlimid,Celgene Corp
284,Oncology,Hepatocellular Carcinoma,nivolumab,Opdivo,Bristol-Myers Squibb Co
284,Oncology,Hodgkin Lymphoma,nivolumab,Opdivo,Bristol-Myers Squibb Co
284,Oncology,Metastatic Colorectal Cancer,nivolumab,Opdivo,Bristol-Myers Squibb Co
284,Oncology,Metastatic Melanoma,nivolumab,Opdivo,Bristol-Myers Squibb Co
284,Oncology,Metastatic Renal Cell Carcinoma,nivolumab,Opdivo,Bristol-Myers Squibb Co
284,Oncology,Metastatic Transitional Tract Cancer,nivolumab,Opdivo,Bristol-Myers Squibb Co
284,Oncology,Non-Small Cell Lung Cancer,nivolumab,Opdivo,Bristol-Myers Squibb Co
284,Oncology,Recurrent Head And Neck Cancer Squamous Cell Carcinoma,nivolumab,Opdivo,Bristol-Myers Squibb Co
284,Oncology,Small-Cell Lung Cancer,nivolumab,Opdivo,Bristol-Myers Squibb Co
284,Oncology,Squamous Non-Small Cell Lung Cancer,nivolumab,Opdivo,Bristol-Myers Squibb Co
285,Oncology,Adenocarcinoma Of The Gastroesophageal Junction,pembrolizumab,Keytruda,Merck
285,Oncology,Cervical Cancer,pembrolizumab,Keytruda,Merck
285,Oncology,Endometrial Cancer,pembrolizumab,Keytruda,Merck
285,Oncology,Esophageal Squamous Cell Carcinoma,pembrolizumab,Keytruda,Merck
285,Oncology,Hepatocellular Carcinoma,pembrolizumab,Keytruda,Merck
285,Oncology,Hodgkin Lymphoma,pembrolizumab,Keytruda,Merck
285,Oncology,Melanoma,pembrolizumab,Keytruda,Merck
285,Oncology,Merkel Cell Carcinoma,pembrolizumab,Keytruda,Merck
285,Oncology,Metastatic Colorectal Cancer,pembrolizumab,Keytruda,Merck
285,Oncology,Metastatic Melanoma,pembrolizumab,Keytruda,Merck
285,Oncology,Metastatic Renal Cell Carcinoma,pembrolizumab,Keytruda,Merck
285,Oncology,Metastatic Transitional Tract Cancer,pembrolizumab,Keytruda,Merck
285,Oncology,Non-Small Cell Lung Cancer,pembrolizumab,Keytruda,Merck
285,Oncology,Pancreatic Cancer,pembrolizumab,Keytruda,Merck
285,Oncology,Primary Mediastinal B-Cell Lymphoma,pembrolizumab,Keytruda,Merck
285,Oncology,Recurrent Head And Neck Cancer Squamous Cell Carcinoma,pembrolizumab,Keytruda,Merck
285,Oncology,Small-Cell Lung Cancer,pembrolizumab,Keytruda,Merck
285,Oncology,Solid Tumor,pembrolizumab,Keytruda,Merck
285,Oncology,Squamous Non-Small Cell Lung Cancer,pembrolizumab,Keytruda,Merck
286,Metabolic Disorders,Diabetic Macular Edema,aflibercept,Eylea,Regeneron Pharmaceuticals Inc
286,Metabolic Disorders,Diabetic Retinopathy,aflibercept,Eylea,Regeneron Pharmaceuticals Inc
286,Metabolic Disorders,Non-Proliferative Diabetic Retinopathy,aflibercept,Eylea,Regeneron Pharmaceuticals Inc
287,Oncology,Adenocarcinoma Of The Gastroesophageal Junction,trastuzumab,Herceptin,Genentech
287,Oncology,Breast Cancer,trastuzumab,Herceptin,Genentech
287,Oncology,Metastatic Breast Cancer,trastuzumab,Herceptin,Genentech
288,Oncology,Cervical Cancer,bevacizumab,Avastin,Genentech
288,Oncology,Epithelial Ovarian Cancer,bevacizumab,Avastin,Genentech
288,Oncology,Fallopian Tube Cancer,bevacizumab,Avastin,Genentech
288,Oncology,Glioblastoma Multiforme,bevacizumab,Avastin,Genentech
288,Oncology,Metastatic Breast Cancer,bevacizumab,Avastin,Genentech
288,Oncology,Metastatic Colorectal Cancer,bevacizumab,Avastin,Genentech
288,Oncology,Metastatic Renal Cell Carcinoma,bevacizumab,Avastin,Genentech
288,Oncology,Non-Small Cell Lung Cancer,bevacizumab,Avastin,Genentech
288,Oncology,Peritoneal Cancer,bevacizumab,Avastin,Genentech
288,Oncology,Squamous Non-Small Cell Lung Cancer,bevacizumab,Avastin,Genentech
289,Oncology,B-Cell Non-Hodgkin Lymphoma,rituximab,Rituxan,Genentech
289,Oncology,Chronic Lymphocytic Leukemia,rituximab,Rituxan,Genentech
289,Oncology,Diffuse Large B-Cell Lymphoma,rituximab,Rituxan,Genentech
289,Oncology,Follicular Lymphoma,rituximab,Rituxan,Genentech
290,Oncology,Chronic Lymphocytic Leukemia,ibrutinib,Imbruvica,AbbVie Inc
290,Oncology,Extranodal Marginal Zone B-Cell Lymphoma,ibrutinib,Imbruvica,AbbVie Inc
290,Oncology,Mantle Cell Lymphoma,ibrutinib,Imbruvica,AbbVie Inc
290,Oncology,Nodal Marginal Zone B-Cell Lymphoma,ibrutinib,Imbruvica,AbbVie Inc
290,Oncology,Splenic Marginal Zone B-Cell Lymphoma,ibrutinib,Imbruvica,AbbVie Inc
290,Oncology,Waldenstrom Macroglobulinemia,ibrutinib,Imbruvica,AbbVie Inc
291,Metabolic Disorders,Type 1 Diabetes,insulin glargine,Lantus,Sanofi
291,Metabolic Disorders,Type 2 Diabetes,insulin glargine,Lantus,Sanofi
292,Metabolic Disorders,Type 1 Diabetes,insulin glargine,Lantus Solostar,Sanofi
292,Metabolic Disorders,Type 2 Diabetes,insulin glargine,Lantus Solostar,Sanofi
293,Oncology,Metastatic Breast Cancer,palbociclib,Ibrance,Pfizer Inc
294,Metabolic Disorders,Type 2 Diabetes,sitagliptin phosphate,Januvia,Merck
295,Metabolic Disorders,Type 2 Diabetes,liraglutide,Victoza,Novo Nordisk
296,Metabolic Disorders,Diabetic Macular Edema,ranibizumab,Lucentis,Genentech
296,Metabolic Disorders,Diabetic Retinopathy,ranibizumab,Lucentis,Genentech
297,Oncology,Hormone-Sensitive Prostate Cancer,abiraterone acetate,Zytiga,Janssen
297,Oncology,Metastatic Hormone Refractory Prostate Cancer,abiraterone acetate,Zytiga,Janssen
297,Oncology,Metastatic Prostate Cancer,abiraterone acetate,Zytiga,Janssen
298,Metabolic Disorders,Type 2 Diabetes,dulaglutide,Trulicity,Eli Lilly
299,Oncology,Anal Cancer,"human papillomavirus [types 6, 11, 16, 18] (quadrivalent) vaccine",Gardasil,Merck
299,Oncology,Cervical Cancer,"human papillomavirus [types 6, 11, 16, 18] (quadrivalent) vaccine",Gardasil,Merck
299,Oncology,Vaginal Cancer,"human papillomavirus [types 6, 11, 16, 18] (quadrivalent) vaccine",Gardasil,Merck
299,Oncology,Vulvar Cancer,"human papillomavirus [types 6, 11, 16, 18] (quadrivalent) vaccine",Gardasil,Merck
300,Oncology,Hormone Refractory Prostate Cancer,enzalutamide,Xtandi,Astellas
300,Oncology,Metastatic Hormone Refractory Prostate Cancer,enzalutamide,Xtandi,Astellas
301,Metabolic Disorders,Type 1 Diabetes,Humalog,Humalog Kwikpen,Eli Lilly
301,Metabolic Disorders,Type 2 Diabetes,Humalog,Humalog Kwikpen,Eli Lilly
302,Metabolic Disorders,Type 1 Diabetes,Humalog,Humalog Kwikpen,Lilly USA LLC
302,Metabolic Disorders,Type 2 Diabetes,Humalog,Humalog Kwikpen,Lilly USA LLC
303,Metabolic Disorders,Type 1 Diabetes,insulin lispro,Humalog,Lilly USA LLC
303,Metabolic Disorders,Type 2 Diabetes,insulin lispro,Humalog,Lilly USA LLC
304,Metabolic Disorders,Type 1 Diabetes,Humalog,Humalog Junior KwikPen,Eli Lilly
304,Metabolic Disorders,Type 2 Diabetes,Humalog,Humalog Junior KwikPen,Eli Lilly
305,Metabolic Disorders,Type 1 Diabetes,insulin aspart,Novolog,Novo Nordisk
305,Metabolic Disorders,Type 2 Diabetes,insulin aspart,Novolog,Novo Nordisk
306,Metabolic Disorders,Type 1 Diabetes,insulin aspart,Novolog Flexpen,Novo Nordisk
306,Metabolic Disorders,Type 2 Diabetes,insulin aspart,Novolog Flexpen,Novo Nordisk
307,Metabolic Disorders,Type 2 Diabetes,insulin aspart,Novolog Penfill,Novo Nordisk
308,Oncology,Breast Cancer,pertuzumab,Perjeta,Genentech
308,Oncology,Metastatic Breast Cancer,pertuzumab,Perjeta,Genentech
309,Metabolic Disorders,Glucocorticoid-Induced Osteoporosis,denosumab,Prolia,Amgen Inc
309,Metabolic Disorders,Post Menopausal Osteoporosis,denosumab,Prolia,Amgen Inc
310,Metabolic Disorders,Type 2 Diabetes,empagliflozin,Jardiance,Boehringer
311,Oncology,Myelofibrosis,ruxolitinib phosphate,Jakafi,Incyte Corp
311,Oncology,Polycythemia Vera,ruxolitinib phosphate,Jakafi,Incyte Corp
311,Oncology,Post-Essential Thrombocythemia Myelofibrosis,ruxolitinib phosphate,Jakafi,Incyte Corp
311,Oncology,Post-Polycythemia Vera Myelofibrosis,ruxolitinib phosphate,Jakafi,Incyte Corp
312,Oncology,Acute Lymphocytic Leukemia,dasatinib,Sprycel,Bristol-Myers Squibb Co
312,Oncology,Chronic Myelocytic Leukemia,dasatinib,Sprycel,Bristol-Myers Squibb Co
313,Oncology,Mantle Cell Lymphoma,bortezomib,Velcade,Millennium Pharmaceuticals Inc
313,Oncology,Multiple Myeloma,bortezomib,Velcade,Millennium Pharmaceuticals Inc
314,Metabolic Disorders,Type 2 Diabetes,metformin hydrochloride + sitagliptin phosphate,Janumet,Merck
315,Metabolic Disorders,Dysbetalipoproteinemia,atorvastatin calcium,Atorvastatin Calcium,Greenstone LLC
315,Metabolic Disorders,Heterozygous familial hypercholesterolemia,atorvastatin calcium,Atorvastatin Calcium,Greenstone LLC
315,Metabolic Disorders,Homozygous Familial Hypercholesterolemia,atorvastatin calcium,Atorvastatin Calcium,Greenstone LLC
315,Metabolic Disorders,Mixed Dyslipidemia,atorvastatin calcium,Atorvastatin Calcium,Greenstone LLC
316,Metabolic Disorders,Dysbetalipoproteinemia,atorvastatin calcium,Lipitor,Pfizer Inc
