id,Abstract_Title,Session_Title,Date,Trial Readouts,Clinical Trial Details,FDA Review Outcomes,Endpoints,KOL,New Entries,Recruitment status,Educational and Research,Disease Statistic,Treatment Details,Drug Application,Preclinical,Late-Breaking Abstracts
114,A phase II RCT of high-dose vitamin D supplementation and exercise for cancer treatment-induced bone loss in breast cancer patients on aromatase inhibitors.,Symptoms and Survivorship,03-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
115,Olaparib as maintenance treatment following first-line platinum-based chemotherapy (PBC) in patients (pts) with a germline BRCA mutation and metastatic pancreatic cancer (mPC): Phase III POLO trial.,Plenary Session Including the Distinguished Achievement Award and Science of Oncology Award Lecture,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,1
116,"ANNOUNCE: A randomized, placebo (PBO)-controlled, double-blind, phase (Ph) III trial of doxorubicin (dox) + olaratumab versus dox + PBO in patients (pts) with advanced soft tissue sarcomas (STS).",Plenary Session Including the Distinguished Achievement Award and Science of Oncology Award Lecture,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,1
117,"Overall survival (OS) results of a phase III randomized trial of standard-of-care therapy with or without enzalutamide for metastatic hormone-sensitive prostate cancer (mHSPC): ENZAMET (ANZUP 1304), an ANZUP-led international cooperative group trial.",Plenary Session Including the Distinguished Achievement Award and Science of Oncology Award Lecture,02-06-2019,0,1,0,1,0,0,0,0,0,0,0,0,1
118,"S-1 plus oxaliplatin versus S-1 plus cisplatin as first-line treatment for advanced diffuse-type or mixed-type gastric/gastroesophageal junction adenocarcinoma: A randomized, phase 3 trial.",Gastrointestinal (Noncolorectal) Cancer,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
119,Affordable Care Act (ACA) Medicaid expansion impact on racial disparities in time to cancer treatment.,Plenary Session Including the Distinguished Achievement Award and Science of Oncology Award Lecture,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,1
120,Pembrolizumab with or without chemotherapy versus chemotherapy for advanced gastric or gastroesophageal junction (G/GEJ) adenocarcinoma: The phase III KEYNOTE-062 study.,Gastrointestinal (Noncolorectal) Cancer,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,1
121,"Evaluation of AMG 420, an anti-BCMA bispecific T-cell engager (BiTE) immunotherapy, in R/R multiple myeloma (MM) patients: Updated results of a first-in-human (FIH) phase I dose escalation study.",Hematologic Malignancies—Plasma Cell Dyscrasia,02-06-2019,1,0,0,0,0,1,0,0,0,0,0,0,0
122,Optimizing chemotherapy for frail and elderly patients (pts) with advanced gastroesophageal cancer (aGOAC): The GO2 phase III trial.,Gastrointestinal (Noncolorectal) Cancer,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
123,"First clinical (phase 1b/2a) study of iberdomide (CC-220; IBER), a CELMoD, in combination with dexamethasone (DEX) in patients (pts) with relapsed/refractory multiple myeloma (RRMM).",Hematologic Malignancies—Plasma Cell Dyscrasia,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
124,Prospective randomized phase II trial of pazopanib versus placebo in patients with progressive carcinoid tumors (CARC)<i>(</i>Alliance A021202<i>)</i>.,Gastrointestinal (Noncolorectal) Cancer,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
125,"Efficacy and safety of the randomized, open-label, non-inferiority, phase 3 study of subcutaneous (SC) versus intravenous (IV) daratumumab (DARA) administration in patients (pts) with relapsed or refractory multiple myeloma (RRMM): COLUMBA.",Hematologic Malignancies—Plasma Cell Dyscrasia,02-06-2019,0,1,0,1,0,0,0,0,0,0,0,0,0
126,Results of KEYNOTE-240: phase 3 study of pembrolizumab (Pembro) vs best supportive care (BSC) for second line therapy in advanced hepatocellular carcinoma (HCC).,Gastrointestinal (Noncolorectal) Cancer,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
127,"A phase III randomized, open label, multicenter study comparing isatuximab, pomalidomide, and low-dose dexamethasone versus pomalidomide and low-dose dexamethasone in patients with relapsed/refractory multiple myeloma (RRMM).",Hematologic Malignancies—Plasma Cell Dyscrasia,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"ABC-06 | A randomised phase III, multi-centre, open-label study of Active Symptom Control (ASC) alone or ASC with oxaliplatin / 5-FU chemotherapy (ASC+mFOLFOX) for patients (pts) with locally advanced / metastatic biliary tract cancers (ABC) previously-treated with cisplatin/gemcitabine (CisGem) chemotherapy.",Gastrointestinal (Noncolorectal) Cancer,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
129,Phase 3 randomized study of daratumumab (DARA) + bortezomib/thalidomide/dexamethasone (D-VTd) vs VTd in transplant-eligible (TE) newly diagnosed multiple myeloma (NDMM): CASSIOPEIA Part 1 results.,Hematologic Malignancies—Plasma Cell Dyscrasia,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
130,Comparing late mortality risks among childhood cancer survivors: A report from the Childhood Cancer Survivor Study and British Childhood Cancer Survivor Study.,Pediatric Oncology II,02-06-2019,0,0,0,0,0,0,0,0,1,0,0,0,0
131,Impact of Electronically Accessible Pathways (EAPathways) on clinical trial enrollment at a large multisite cancer center.,"Health Services Research, Clinical Informatics, and Quality of Care II",02-06-2019,0,0,0,0,0,0,1,0,0,0,0,0,0
132,"First-in-human study of REGN3767 (R3767), a human LAG-3 monoclonal antibody (mAb), ± cemiplimab in patients (pts) with advanced malignancies.",Developmental Immunotherapy and Tumor Immunobiology,02-06-2019,0,0,0,0,0,1,0,0,0,0,0,0,0
133,Insurance status and survival of multiple myeloma (MM) patients.,"Evidence, Care, Impact: Making Inroads Against Cancer Disparities",02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,1
134,Phase Ib study of MIW815 (ADU-S100) in combination with spartalizumab (PDR001) in patients (pts) with advanced/metastatic solid tumors or lymphomas.,Developmental Immunotherapy and Tumor Immunobiology,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
135,Chronic health conditions (CHC) and late mortality in survivors of acute lymphoblastic leukemia (ALL) in the Childhood Cancer Survivor Study.,Pediatric Oncology II,02-06-2019,0,0,0,0,0,0,0,0,1,0,0,0,0
136,Randomized trial of text messaging (TM) to reduce early discontinuation of aromatase inhibitor (AI) therapy in women with breast cancer: SWOG S1105.,"Health Services Research, Clinical Informatics, and Quality of Care II",02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
137,The Affordable Care Act and cost-related medication non-compliance in cancer survivors.,"Evidence, Care, Impact: Making Inroads Against Cancer Disparities",02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
138,A multicenter randomized controlled trial to evaluate the efficacy of surgery vs. radiofrequency ablation for small hepatocellular carcinoma (SURF trial).,Gastrointestinal (Noncolorectal) Cancer,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
139,Efficacy of carfilzomib lenalidomide dexamethasone (KRd) with or without transplantation in newly diagnosed myeloma according to risk status: Results from the FORTE trial.,Hematologic Malignancies—Plasma Cell Dyscrasia,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
140,Determination of the recommended phase II dose of birinapant in combination with pembrolizumab: Results from the dose-escalation phase of BPT-201.,Developmental Immunotherapy and Tumor Immunobiology,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Risk prediction of anthracycline-related cardiomyopathy (AC) in childhood cancer survivors (CCS): A COG-ALTE03N1 and CCSS report.,Pediatric Oncology II,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Integrating psychosocial care into routine cancer care: a stepped-wedge design cluster randomized controlled trial (SWD-RCT) to evaluate effectiveness of the HuCare Quality Improvement Strategy (HQIS) on health-related quality of life (HRQoL).,"Health Services Research, Clinical Informatics, and Quality of Care II",02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
143,ARTIST 2: Interim results of a phase III trial involving adjuvant chemotherapy and/or chemoradiotherapy after D2-gastrectomy in stage II/III gastric cancer (GC).,Gastrointestinal (Noncolorectal) Cancer,02-06-2019,1,1,0,0,0,0,0,0,0,0,0,0,0
144,E3A06: Randomized phase III trial of lenalidomide versus observation alone in patients with asymptomatic high-risk smoldering multiple myeloma.,Hematologic Malignancies—Plasma Cell Dyscrasia,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
145,Genetic predisposition to breast cancer among African American women.,"Evidence, Care, Impact: Making Inroads Against Cancer Disparities",02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"APACT: phase III, multicenter, international, open-label, randomized trial of adjuvant <em>nab</em>-paclitaxel plus gemcitabine (<em>nab</em>-P/G) vs gemcitabine (G) for surgically resected pancreatic adenocarcinoma.",Gastrointestinal (Noncolorectal) Cancer,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
147,Updated risk stratification model for smoldering multiple myeloma (SMM) incorporating the revised IMWG diagnostic criteria.,Hematologic Malignancies—Plasma Cell Dyscrasia,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"Immunobiology, preliminary safety, and efficacy of CPI-006, an anti-CD73 antibody with immune modulating activity, in a phase 1 trial in advanced cancers.",Developmental Immunotherapy and Tumor Immunobiology,02-06-2019,0,1,0,1,0,0,0,0,0,0,0,0,0
149,Randomized use of anti-GD<sub>2</sub> antibody dinutuximab beta (DB) long-term infusion with and without subcutaneous interleukin-2 (scIL-2) in high-risk neuroblastoma patients with relapsed and refractory disease: Results from the SIOPEN LTI-trial.,Pediatric Oncology II,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
150,The use of optimal evidence-based chemotherapy (chemo) regimens in physician offices versus hospital outpatient facilities.,"Health Services Research, Clinical Informatics, and Quality of Care II",02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
151,"Results from a first-in-man, open label, safety and tolerability trial of CAN04 (nidanilimab), a fully humanized monoclonal antibody against the novel antitumor target, IL1RAP, in patients with solid tumor malignancies.",Developmental Immunotherapy and Tumor Immunobiology,02-06-2019,0,0,0,1,0,1,0,0,0,0,0,0,0
152,Randomization of dose-reduced subcutaneous interleukin-2 (scIL2) in maintenance immunotherapy (IT) with anti-GD<sub>2</sub> antibody dinutuximab beta (DB) long-term infusion (LTI) in front–line high-risk neuroblastoma patients: Early results from the HR-NBL1/SIOPEN trial.,Pediatric Oncology II,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Clinical benefit of breakthrough cancer drugs approved by the United States Food and Drug Administration.,"Health Services Research, Clinical Informatics, and Quality of Care II",02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
154,"A phase II, randomized, double-blind, placebo-controlled trial evaluating efficacy and safety of namodenoson (CF102), an A<sub>3</sub> adenosine receptor agonist (A<sub>3</sub>AR), as a second-line treatment in patients with Child-Pugh B (CPB) advanced hepatocellular carcinoma (HCC).",Developmental Immunotherapy and Tumor Immunobiology,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
155,A revised children’s oncology group (COG) neuroblastoma risk classification system: Report from the COG biology study ANBL00B1.,Pediatric Oncology II,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
156,A phase II randomized study of avelumab plus entinostat versus avelumab plus placebo in patients (pts) with advanced epithelial ovarian cancer (EOC ).,Are We Hitting the Bull's-eye With Targeted Therapy?,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
157,PIK3CA mutation as a prognostic factor in HPV-associated oropharynx cancer.,Dissecting Genomic Biomarkers in Head and Neck Cancer,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
158,"Population-based cohort of prostate cancer patients on active surveillance (AS): guideline adherence, conversion to treatment and decisional regret.","Health Services Research, Clinical Informatics, and Quality of Care II",02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Phase II study of durvalumab (MEDI4736) in cancer patients HIV-1-infected.,Developmental Immunotherapy and Tumor Immunobiology,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
160,Larotrectinib efficacy and safety in pediatric TRK fusion cancer patients.,Pediatric Oncology II,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
161,"Phase III non-randomized controlled trial of PROMPT-Care, an eHealth intervention utilizing patient reported outcomes in routine clinical care: Impact on emergency department presentations.","Health Services Research, Clinical Informatics, and Quality of Care II",02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
162,"Sex hormone, insulin, and insulin-like growth factor signaling in recurrence of high stage endometrial cancer: Results from the NRG Oncology/Gynecologic Oncology Group 210 trial.",Are We Hitting the Bull's-eye With Targeted Therapy?,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Genomic and transcriptomic landscape of oral pre-cancers (OPCs) and risk of oral cancer (OC).,Dissecting Genomic Biomarkers in Head and Neck Cancer,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Phase I study of pembrolizumab in people with HIV and cancer.,Developmental Immunotherapy and Tumor Immunobiology,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Phase 1/1B trial to assess the activity of entrectinib in children and adolescents with recurrent or refractory solid tumors including central nervous system (CNS) tumors.,Pediatric Oncology II,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
166,The impact of routine ESAS use on overall survival: Results of a population-based retrospective matched cohort analysis.,"Health Services Research, Clinical Informatics, and Quality of Care II",02-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
167,Off-the-shelf virus specific T-cells for therapy of adenovirus disease in immunosuppressed patients.,"Hematologic Malignancies—Leukemia, Myelodysplastic Syndromes, and Allotransplant",01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"Updated results of TRIBE2, a phase III, randomized strategy study by GONO in the first- and second-line treatment of unresectable mCRC.",Gastrointestinal (Colorectal) Cancer,01-06-2019,1,1,0,0,0,0,0,0,0,0,0,0,0
169,Post-transplant cyclophosphamide in matched and haploidentical transplant recipients receiving myeloablative timed sequential busulfan conditioning regimen: Results of a phase II study.,"Hematologic Malignancies—Leukemia, Myelodysplastic Syndromes, and Allotransplant",01-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
170,Randomized phase III study comparing FOLFOX + bevacizumab versus folfoxiri + bevacizumab (BEV) as 1st line treatment in patients with metastatic colorectal cancer (mCRC) with =3 baseline circulating tumor cells (bCTCs).,Gastrointestinal (Colorectal) Cancer,01-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
171,"End of phase I results of ZUMA-3, a phase 1/2 study of KTE-X19, anti-CD19 chimeric antigen receptor (CAR) T cell therapy, in adult patients (pts) with relapsed/refractory (R/R) acute lymphoblastic leukemia (ALL).","Hematologic Malignancies—Leukemia, Myelodysplastic Syndromes, and Allotransplant",01-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
172,NRG-GI002: A phase II clinical trial platform using total neoadjuvant therapy (TNT) in locally advanced rectal cancer (LARC)—First experimental arm (EA) initial results.,Gastrointestinal (Colorectal) Cancer,01-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
173,ENESTop 192-week results: Treatment-free remission (TFR) in patients (pts) with chronic myeloid leukemia in chronic phase (CML-CP) after stopping second-line (2L) nilotinib (NIL).,"Hematologic Malignancies—Leukemia, Myelodysplastic Syndromes, and Allotransplant",01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
174,FOxTROT: an international randomised controlled trial in 1052 patients (pts) evaluating neoadjuvant chemotherapy (NAC) for colon cancer.,Gastrointestinal (Colorectal) Cancer,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Randomized phase II study of cladribine with simultaneous or delayed rituximab in patients with untreated hairy cell leukemia.,"Hematologic Malignancies—Leukemia, Myelodysplastic Syndromes, and Allotransplant",01-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
176,Frontline flumatinib versus imatinib in patients with chronic myeloid leukemia in chronic phase: Results from the China randomized phase III study.,"Hematologic Malignancies—Leukemia, Myelodysplastic Syndromes, and Allotransplant",01-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
177,Comprehensive molecular profiling of metastatic melanoma to predict response to monotherapy and combination immunotherapy.,Next-Generation Therapeutics and Biomarkers in Melanoma,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Genomic correlates of response to adjuvant trastuzumab (H) and pertuzumab (P) in HER2+ breast cancer (BC): Biomarker analysis of the APHINITY trial.,Targeting Breast Cancer: Breaking the Code,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Association of colon cancer (CC) molecular signatures with prognosis and oxaliplatin prediction-benefit in the MOSAIC Trial (Multicenter International Study of Oxaliplatin/5FU-LV in the Adjuvant Treatment of Colon Cancer).,Gastrointestinal (Colorectal) Cancer,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Circulating tumor DNA (ctDNA) kinetics to predict survival in patients (pts) with unresectable or metastatic melanoma treated with dabrafenib (D) or D + trametinib (T).,Next-Generation Therapeutics and Biomarkers in Melanoma,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
