Abstract_Title,Clinical Trial Details,Date,Disease Statistic,Drug Application,Educational and Research,Endpoints,FDA Review Outcomes,KOL,Late-Breaking Abstracts,New Entries,Preclinical,Recruitment status,Relevance,Session_Title,Treatment Details,Trial Readouts,id,Priority
"A randomized trial comparing four-weekly versus 12-weekly administration of bone-targeted agents (denosumab, zoledronate, or pamidronate) in patients with bone metastases from either breast or castration-resistant prostate cancer.",0,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,Symptoms and Survivorship,0,0,109,Ignore
"Belvarafenib, a novel pan-RAF inhibitor, in solid tumor patients harboring BRAF, KRAS, or NRAS mutations: Phase I study.",0,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,Developmental Therapeutics and Tumor Biology (Nonimmuno),0,0,110,Ignore
"RELAY: A multinational, double-blind, randomized Phase 3 study of erlotinib (ERL) in combination with ramucirumab (RAM) or placebo (PL) in previously untreated patients with epidermal growth factor receptor mutation-positive (EGFRm) metastatic non-small cell lung cancer (NSCLC).",1,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic,0,0,111,Medium
Pembrolizumab (pembro) plus axitinib (axi) versus sunitinib as first-line therapy for metastatic renal cell carcinoma (mRCC): Outcomes in the combined IMDC intermediate/poor risk and sarcomatoid subgroups of the phase 3 KEYNOTE-426 study.,1,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,Genitourinary (Nonprostate) Cancer,0,0,112,Medium
"Neoadjuvant chemotherapy in high-risk soft tissue sarcomas: Final results of a randomized clinical trial from the Italian Sarcoma Group, the Spanish Sarcoma Group (GEIS), the French Sarcoma Group (FSG), and the Polish Sarcoma Group (PSG).",0,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,Sarcoma,0,1,113,High
A phase II RCT of high-dose vitamin D supplementation and exercise for cancer treatment-induced bone loss in breast cancer patients on aromatase inhibitors.,1,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,Symptoms and Survivorship,0,0,114,Medium
Olaparib as maintenance treatment following first-line platinum-based chemotherapy (PBC) in patients (pts) with a germline BRCA mutation and metastatic pancreatic cancer (mPC): Phase III POLO trial.,1,02-06-2019,0,0,0,0,0,0,1,0,0,0,0,Plenary Session Including the Distinguished Achievement Award and Science of Oncology Award Lecture,0,0,115,High
"ANNOUNCE: A randomized, placebo (PBO)-controlled, double-blind, phase (Ph) III trial of doxorubicin (dox) + olaratumab versus dox + PBO in patients (pts) with advanced soft tissue sarcomas (STS).",0,02-06-2019,0,0,0,0,0,0,1,0,0,0,0,Plenary Session Including the Distinguished Achievement Award and Science of Oncology Award Lecture,0,0,116,High
"Overall survival (OS) results of a phase III randomized trial of standard-of-care therapy with or without enzalutamide for metastatic hormone-sensitive prostate cancer (mHSPC): ENZAMET (ANZUP 1304), an ANZUP-led international cooperative group trial.",1,02-06-2019,0,0,0,1,0,0,1,0,0,0,0,Plenary Session Including the Distinguished Achievement Award and Science of Oncology Award Lecture,0,0,117,High
"S-1 plus oxaliplatin versus S-1 plus cisplatin as first-line treatment for advanced diffuse-type or mixed-type gastric/gastroesophageal junction adenocarcinoma: A randomized, phase 3 trial.",1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Gastrointestinal (Noncolorectal) Cancer,0,0,118,Medium
Affordable Care Act (ACA) Medicaid expansion impact on racial disparities in time to cancer treatment.,0,02-06-2019,0,0,0,0,0,0,1,0,0,0,0,Plenary Session Including the Distinguished Achievement Award and Science of Oncology Award Lecture,0,0,119,High
Pembrolizumab with or without chemotherapy versus chemotherapy for advanced gastric or gastroesophageal junction (G/GEJ) adenocarcinoma: The phase III KEYNOTE-062 study.,1,02-06-2019,0,0,0,0,0,0,1,0,0,0,0,Gastrointestinal (Noncolorectal) Cancer,0,0,120,High
"Evaluation of AMG 420, an anti-BCMA bispecific T-cell engager (BiTE) immunotherapy, in R/R multiple myeloma (MM) patients: Updated results of a first-in-human (FIH) phase I dose escalation study.",0,02-06-2019,0,0,0,0,0,0,0,1,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia,0,1,121,High
Optimizing chemotherapy for frail and elderly patients (pts) with advanced gastroesophageal cancer (aGOAC): The GO2 phase III trial.,1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Gastrointestinal (Noncolorectal) Cancer,0,0,122,Medium
"First clinical (phase 1b/2a) study of iberdomide (CC-220; IBER), a CELMoD, in combination with dexamethasone (DEX) in patients (pts) with relapsed/refractory multiple myeloma (RRMM).",1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia,0,0,123,Medium
Prospective randomized phase II trial of pazopanib versus placebo in patients with progressive carcinoid tumors (CARC)<i>(</i>Alliance A021202<i>)</i>.,1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Gastrointestinal (Noncolorectal) Cancer,0,0,124,Medium
"Efficacy and safety of the randomized, open-label, non-inferiority, phase 3 study of subcutaneous (SC) versus intravenous (IV) daratumumab (DARA) administration in patients (pts) with relapsed or refractory multiple myeloma (RRMM): COLUMBA.",1,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia,0,0,125,Medium
Results of KEYNOTE-240: phase 3 study of pembrolizumab (Pembro) vs best supportive care (BSC) for second line therapy in advanced hepatocellular carcinoma (HCC).,1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Gastrointestinal (Noncolorectal) Cancer,0,0,126,Medium
"A phase III randomized, open label, multicenter study comparing isatuximab, pomalidomide, and low-dose dexamethasone versus pomalidomide and low-dose dexamethasone in patients with relapsed/refractory multiple myeloma (RRMM).",0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia,0,0,127,Ignore
"ABC-06 | A randomised phase III, multi-centre, open-label study of Active Symptom Control (ASC) alone or ASC with oxaliplatin / 5-FU chemotherapy (ASC+mFOLFOX) for patients (pts) with locally advanced / metastatic biliary tract cancers (ABC) previously-treated with cisplatin/gemcitabine (CisGem) chemotherapy.",1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Gastrointestinal (Noncolorectal) Cancer,0,0,128,Medium
Phase 3 randomized study of daratumumab (DARA) + bortezomib/thalidomide/dexamethasone (D-VTd) vs VTd in transplant-eligible (TE) newly diagnosed multiple myeloma (NDMM): CASSIOPEIA Part 1 results.,1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia,0,0,129,Medium
Comparing late mortality risks among childhood cancer survivors: A report from the Childhood Cancer Survivor Study and British Childhood Cancer Survivor Study.,0,02-06-2019,1,0,0,0,0,0,0,0,0,0,0,Pediatric Oncology II,0,0,130,Low
Impact of Electronically Accessible Pathways (EAPathways) on clinical trial enrollment at a large multisite cancer center.,0,02-06-2019,0,0,0,0,0,0,0,0,0,1,0,"Health Services Research, Clinical Informatics, and Quality of Care II",0,0,131,Medium
"First-in-human study of REGN3767 (R3767), a human LAG-3 monoclonal antibody (mAb), ± cemiplimab in patients (pts) with advanced malignancies.",0,02-06-2019,0,0,0,0,0,0,0,1,0,0,0,Developmental Immunotherapy and Tumor Immunobiology,0,0,132,High
Insurance status and survival of multiple myeloma (MM) patients.,0,02-06-2019,0,0,0,0,0,0,1,0,0,0,0,"Evidence, Care, Impact: Making Inroads Against Cancer Disparities",0,0,133,High
Phase Ib study of MIW815 (ADU-S100) in combination with spartalizumab (PDR001) in patients (pts) with advanced/metastatic solid tumors or lymphomas.,1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Developmental Immunotherapy and Tumor Immunobiology,0,0,134,Medium
Chronic health conditions (CHC) and late mortality in survivors of acute lymphoblastic leukemia (ALL) in the Childhood Cancer Survivor Study.,0,02-06-2019,1,0,0,0,0,0,0,0,0,0,0,Pediatric Oncology II,0,0,135,Low
Randomized trial of text messaging (TM) to reduce early discontinuation of aromatase inhibitor (AI) therapy in women with breast cancer: SWOG S1105.,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,1,"Health Services Research, Clinical Informatics, and Quality of Care II",0,0,136,Ignore
The Affordable Care Act and cost-related medication non-compliance in cancer survivors.,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,"Evidence, Care, Impact: Making Inroads Against Cancer Disparities",0,0,137,Ignore
A multicenter randomized controlled trial to evaluate the efficacy of surgery vs. radiofrequency ablation for small hepatocellular carcinoma (SURF trial).,0,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,Gastrointestinal (Noncolorectal) Cancer,0,0,138,Medium
Efficacy of carfilzomib lenalidomide dexamethasone (KRd) with or without transplantation in newly diagnosed myeloma according to risk status: Results from the FORTE trial.,0,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia,0,0,139,Medium
Determination of the recommended phase II dose of birinapant in combination with pembrolizumab: Results from the dose-escalation phase of BPT-201.,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Developmental Immunotherapy and Tumor Immunobiology,0,0,140,Ignore
Risk prediction of anthracycline-related cardiomyopathy (AC) in childhood cancer survivors (CCS): A COG-ALTE03N1 and CCSS report.,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Pediatric Oncology II,0,0,141,Ignore
Integrating psychosocial care into routine cancer care: a stepped-wedge design cluster randomized controlled trial (SWD-RCT) to evaluate effectiveness of the HuCare Quality Improvement Strategy (HQIS) on health-related quality of life (HRQoL).,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,"Health Services Research, Clinical Informatics, and Quality of Care II",0,0,142,Ignore
ARTIST 2: Interim results of a phase III trial involving adjuvant chemotherapy and/or chemoradiotherapy after D2-gastrectomy in stage II/III gastric cancer (GC).,1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Gastrointestinal (Noncolorectal) Cancer,0,1,143,High
E3A06: Randomized phase III trial of lenalidomide versus observation alone in patients with asymptomatic high-risk smoldering multiple myeloma.,1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia,0,0,144,Medium
Genetic predisposition to breast cancer among African American women.,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,"Evidence, Care, Impact: Making Inroads Against Cancer Disparities",0,0,145,Ignore
"APACT: phase III, multicenter, international, open-label, randomized trial of adjuvant <em>nab</em>-paclitaxel plus gemcitabine (<em>nab</em>-P/G) vs gemcitabine (G) for surgically resected pancreatic adenocarcinoma.",1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Gastrointestinal (Noncolorectal) Cancer,0,0,146,Medium
Updated risk stratification model for smoldering multiple myeloma (SMM) incorporating the revised IMWG diagnostic criteria.,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia,0,0,147,Ignore
"Immunobiology, preliminary safety, and efficacy of CPI-006, an anti-CD73 antibody with immune modulating activity, in a phase 1 trial in advanced cancers.",1,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,Developmental Immunotherapy and Tumor Immunobiology,0,0,148,Medium
Randomized use of anti-GD<sub>2</sub> antibody dinutuximab beta (DB) long-term infusion with and without subcutaneous interleukin-2 (scIL-2) in high-risk neuroblastoma patients with relapsed and refractory disease: Results from the SIOPEN LTI-trial.,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Pediatric Oncology II,0,0,149,Ignore
The use of optimal evidence-based chemotherapy (chemo) regimens in physician offices versus hospital outpatient facilities.,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,"Health Services Research, Clinical Informatics, and Quality of Care II",0,0,150,Ignore
"Results from a first-in-man, open label, safety and tolerability trial of CAN04 (nidanilimab), a fully humanized monoclonal antibody against the novel antitumor target, IL1RAP, in patients with solid tumor malignancies.",0,02-06-2019,0,0,0,1,0,0,0,1,0,0,0,Developmental Immunotherapy and Tumor Immunobiology,0,0,151,High
Randomization of dose-reduced subcutaneous interleukin-2 (scIL2) in maintenance immunotherapy (IT) with anti-GD<sub>2</sub> antibody dinutuximab beta (DB) long-term infusion (LTI) in frontline high-risk neuroblastoma patients: Early results from the HR-NBL1/SIOPEN trial.,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Pediatric Oncology II,0,0,152,Ignore
Clinical benefit of breakthrough cancer drugs approved by the United States Food and Drug Administration.,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,"Health Services Research, Clinical Informatics, and Quality of Care II",0,0,153,Ignore
"A phase II, randomized, double-blind, placebo-controlled trial evaluating efficacy and safety of namodenoson (CF102), an A<sub>3</sub> adenosine receptor agonist (A<sub>3</sub>AR), as a second-line treatment in patients with Child-Pugh B (CPB) advanced hepatocellular carcinoma (HCC).",0,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,Developmental Immunotherapy and Tumor Immunobiology,0,0,154,Medium
A revised childrens oncology group (COG) neuroblastoma risk classification system: Report from the COG biology study ANBL00B1.,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Pediatric Oncology II,0,0,155,Ignore
A phase II randomized study of avelumab plus entinostat versus avelumab plus placebo in patients (pts) with advanced epithelial ovarian cancer (EOC ).,1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Are We Hitting the Bull's-eye With Targeted Therapy?,0,0,156,Medium
PIK3CA mutation as a prognostic factor in HPV-associated oropharynx cancer.,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Dissecting Genomic Biomarkers in Head and Neck Cancer,0,0,157,Ignore
"Population-based cohort of prostate cancer patients on active surveillance (AS): guideline adherence, conversion to treatment and decisional regret.",0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,"Health Services Research, Clinical Informatics, and Quality of Care II",0,0,158,Ignore
Phase II study of durvalumab (MEDI4736) in cancer patients HIV-1-infected.,1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Developmental Immunotherapy and Tumor Immunobiology,0,0,159,Medium
Larotrectinib efficacy and safety in pediatric TRK fusion cancer patients.,0,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,Pediatric Oncology II,0,0,160,Medium
"Phase III non-randomized controlled trial of PROMPT-Care, an eHealth intervention utilizing patient reported outcomes in routine clinical care: Impact on emergency department presentations.",1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,"Health Services Research, Clinical Informatics, and Quality of Care II",0,0,161,Medium
"Sex hormone, insulin, and insulin-like growth factor signaling in recurrence of high stage endometrial cancer: Results from the NRG Oncology/Gynecologic Oncology Group 210 trial.",0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Are We Hitting the Bull's-eye With Targeted Therapy?,0,0,162,Ignore
Genomic and transcriptomic landscape of oral pre-cancers (OPCs) and risk of oral cancer (OC).,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Dissecting Genomic Biomarkers in Head and Neck Cancer,0,0,163,Ignore
Phase I study of pembrolizumab in people with HIV and cancer.,0,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Developmental Immunotherapy and Tumor Immunobiology,0,0,164,Ignore
Phase 1/1B trial to assess the activity of entrectinib in children and adolescents with recurrent or refractory solid tumors including central nervous system (CNS) tumors.,1,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,Pediatric Oncology II,0,0,165,Medium
The impact of routine ESAS use on overall survival: Results of a population-based retrospective matched cohort analysis.,0,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,"Health Services Research, Clinical Informatics, and Quality of Care II",0,0,166,Medium
Off-the-shelf virus specific T-cells for therapy of adenovirus disease in immunosuppressed patients.,0,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant",0,0,167,Ignore
"Updated results of TRIBE2, a phase III, randomized strategy study by GONO in the first- and second-line treatment of unresectable mCRC.",1,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,Gastrointestinal (Colorectal) Cancer,0,1,168,High
Post-transplant cyclophosphamide in matched and haploidentical transplant recipients receiving myeloablative timed sequential busulfan conditioning regimen: Results of a phase II study.,1,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant",0,0,169,Medium
Randomized phase III study comparing FOLFOX + bevacizumab versus folfoxiri + bevacizumab (BEV) as 1st line treatment in patients with metastatic colorectal cancer (mCRC) with =3 baseline circulating tumor cells (bCTCs).,1,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,Gastrointestinal (Colorectal) Cancer,0,0,170,Medium
"End of phase I results of ZUMA-3, a phase 1/2 study of KTE-X19, anti-CD19 chimeric antigen receptor (CAR) T cell therapy, in adult patients (pts) with relapsed/refractory (R/R) acute lymphoblastic leukemia (ALL).",1,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant",0,0,171,Medium
NRG-GI002: A phase II clinical trial platform using total neoadjuvant therapy (TNT) in locally advanced rectal cancer (LARC)First experimental arm (EA) initial results.,1,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,Gastrointestinal (Colorectal) Cancer,0,0,172,Medium
ENESTop 192-week results: Treatment-free remission (TFR) in patients (pts) with chronic myeloid leukemia in chronic phase (CML-CP) after stopping second-line (2L) nilotinib (NIL).,0,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant",0,0,173,Ignore
FOxTROT: an international randomised controlled trial in 1052 patients (pts) evaluating neoadjuvant chemotherapy (NAC) for colon cancer.,0,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,Gastrointestinal (Colorectal) Cancer,0,0,174,Ignore
Randomized phase II study of cladribine with simultaneous or delayed rituximab in patients with untreated hairy cell leukemia.,1,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant",0,0,175,Medium
