id,Indication
896,blood disorder
896,myelodysplastic syndrome
897,melanoma
897,skin cancer
900,cancer
901,cancer
902,genitourinary cancer
903,blood disorder
903,myelodysplastic syndrome
905,melanoma
905,skin cancer
906,hepatitis
906,pancreatitis
909,cancer
911,cancer
912,genitourinary cancer
913,blood disorder
913,myelodysplastic syndrome
914,oncology
915,melanoma
915,skin cancer
917,central nervous system
917,tumors
919,gynecologic cancer
920,lung cancer
920,non-small cell lung cancer
921,blood disorder
921,hodgkin lymphoma
921,chronic lymphocytic leukemia
922,oncology
923,breast cancer
923,cancer
925,blood disorder
925,hodgkin lymphoma
925,chronic lymphocytic leukemia
926,sarcoma
928,oncology
929,sarcoma
929,desmoid tumor
930,sarcoma
931,central nervous system
931,tumors
932,gynecologic cancer
933,blood disorder
933,dyscrasia
935,depression
935,oncology
936,lung cancer
936,cancer
936,mesothelioma
936,small cell carcinoma
937,sarcoma
939,blood disorder
939,dyscrasia
940,gynecologic cancer
941,breast cancer
941,oncology
942,central nervous system
942,tumors
943,blood disorder
943,dyscrasia
944,blood disorder
944,dyscrasia
945,blood disorder
945,chronic lymphocytic leukemia
946,cancer
947,sarcoma
948,gynecologic cancer
948,ovarian cancer
949,breast cancer
950,oncology
953,cancer
954,blood disorder
954,chronic lymphocytic leukemia
955,gynecologic cancer
955,ovarian carcinoma
955,ovarian cancer
955,seizure
956,cancer
957,cancer
958,blood disorder
958,chronic lymphocytic leukemia
959,oncology
961,blood disorder
961,chronic lymphocytic leukemia
962,cancer
963,breast cancer
964,cancer
967,tumors
968,genitourinary cancer
969,sarcoma
970,lung cancer
972,central nervous system
972,tumors
972,glioma
972,low grade glioma
973,cancer
973,oncology
974,breast cancer
975,cancer
977,lung cancer
978,tumors
979,genitourinary cancer
980,sarcoma
982,blood disorder
982,multiple myeloma
982,dyscrasia
983,blood disorder
983,multiple myeloma
983,dyscrasia
984,tumors
985,genitourinary cancer
985,metastatic urothelial carcinoma
986,sarcoma
988,oncology
989,acute myeloid leukemia
989,tumors
989,oncology
989,blood disorder
989,myelodysplastic syndrome
990,breast cancer
992,oncology
992,lung cancer
993,lung cancer
994,tumors
995,genitourinary cancer
996,sarcoma
998,breast cancer
999,central nervous system
999,tumors
1000,lung cancer
1001,gynecologic cancer
1002,gastric cancer
1003,urothelial cancer
1003,tumors
1004,oncology
1005,oncology
1006,head and neck cancer
1007,cancer
1007,gynecologic cancer
1008,breast cancer
1009,central nervous system
1009,tumors
1010,lung cancer
1011,tumors
1011,lung cancer
1012,blood disorder
1012,mantle cell lymphoma
1012,chronic lymphocytic leukemia
1013,breast cancer
1014,central nervous system
1014,tumors
1015,lung cancer
1016,tumors
1016,lung cancer
1017,tumors
1017,lung cancer
1018,blood disorder
1018,mantle cell lymphoma
1018,chronic lymphocytic leukemia
1019,blood disorder
1019,mantle cell lymphoma
1019,chronic lymphocytic leukemia
1020,breast cancer
1021,central nervous system
1021,tumors
1022,lung cancer
1023,oncology
1024,oncology
1025,oncology
1026,oncology
1029,lung cancer
1029,thoracic tumor
1030,breast cancer
1031,metastatic renal cell carcinoma
1032,cancer
1033,prostate cancer
1034,blood disorder
1034,dyscrasia
1035,lung cancer
1035,thoracic tumor
1036,breast cancer
1037,breast cancer
1038,cancer
1039,lung cancer
1039,thoracic tumor
1041,blood disorder
1041,dyscrasia
1043,breast cancer
1044,lung cancer
1044,thoracic tumor
1045,tumors
1046,oncology
1049,cancer
1049,oncology
1050,tumors
1051,melanoma
1051,skin cancer
1052,gynecologic cancer
1052,sarcoma
1053,cancer
1054,cancer
1054,oncology
1056,blood disorder
1056,dyscrasia
1057,tumors
1058,oncology
1060,tumors
1061,neuroblastoma
1061,oncology
1064,gynecologic cancer
1065,head and neck cancer
1067,oncology
1067,cancer
1068,melanoma
1068,skin cancer
1070,blood disorder
1070,newly diagnosed multiple myeloma
1070,dyscrasia
1071,cancer
1071,tumors
1072,colorectal cancer
1073,cancer
1073,gynecologic cancer
1073,head and neck cancer
1075,tumors
1076,oncology
1077,gynecologic cancer
1079,genitourinary cancer
1080,gynecologic cancer
1081,head and neck cancer
1082,blood disorder
1082,myelodysplastic syndrome
1083,cancer
1083,sarcoma
1084,central nervous system
1084,tumors
1084,cns lymphoma
1084,oncology
1084,blood disorder
1084,chronic lymphocytic leukemia
1085,cancer
1087,gynecologic cancer
1088,genitourinary cancer
1089,head and neck cancer
1091,genitourinary cancer
1092,gynecologic cancer
1093,head and neck cancer
1095,blood disorder
1095,myelodysplastic syndrome
1096,cancer
1097,genitourinary cancer
1098,gynecologic cancer
1099,head and neck cancer
1101,tumors
1102,sarcoma
1103,melanoma
1103,skin cancer
1104,cancer
1105,tumors
1106,sarcoma
1107,blood disorder
1107,myelodysplastic syndrome
1108,lung cancer
1108,thoracic tumor
1109,tumors
1110,sarcoma
1111,tumors
1112,sarcoma
1113,lung cancer
1113,thoracic tumor
1114,tumors
1115,oncology
1116,cancer
1116,solid tumor
1116,tumors
1117,blood disorder
1117,lymphoma
1117,chronic lymphocytic leukemia
1118,colon cancer
1120,breast cancer
1120,cancer
1121,tumors
1122,breast cancer
1122,cancer
1122,gynecologic cancer
1123,cancer pain
1124,lung cancer
1124,thoracic tumor
1125,oncology
1126,tumors
1127,tumors
1128,oncology
1134,angina
1136,cancer
1140,melanoma
1140,skin cancer
1141,breast cancer
1141,cancer
1142,lung cancer
1143,clonal hematopoiesis
1143,tumors
1143,blood disorder
1143,myelodysplastic syndrome
1144,cancer
1144,anal carcinoma
1145,breast cancer
1145,nodal disease
1146,central nervous system
1146,tumors
1146,blood disorder
1146,myelodysplastic syndrome
1146,oncology
1149,central nervous system
1149,tumors
1149,blood disorder
1149,myelodysplastic syndrome
1149,oncology
1150,central nervous system
1150,tumors
1150,solid tumor
1150,blood disorder
1150,myelodysplastic syndrome
1150,oncology
1151,central nervous system
1151,tumors
1151,leukemia
1151,blood disorder
1151,myelodysplastic syndrome
1151,oncology
1152,oncology
1153,genitourinary cancer
1155,oncology
1156,cytokine release syndrome
1156,blood disorder
1156,myelodysplastic syndrome
1157,tumors
1159,head and neck cancer
1160,non-small cell lung cancer
1160,lung cancer
1161,cancer
1161,oncology
1163,genitourinary cancer
1164,non-small cell lung cancer
1164,renal insufficiency
1164,lung cancer
1165,autoimmune disorder
1165,non-small cell lung cancer
1165,lung cancer
1166,non-small cell lung cancer
1166,lung cancer
1167,head and neck cancer
1168,oncology
1169,cancer
1170,lung cancer
1171,cancer
1171,tumors
1171,lung cancer
1172,tumors
1172,blood disorder
1172,myelodysplastic syndrome
1173,myeloma
1173,blood disorder
1173,dyscrasia
1175,oncology
1175,cancer
1176,oncology
1176,cancer
1177,genitourinary cancer
1178,head and neck cancer
1180,oncology
1181,lung cancer
1182,head and neck cancer
1182,oropharyngeal cancer
1183,oncology
1184,prostate cancer
1185,oncology
1185,multiple myeloma
1185,blood disorder
1185,dyscrasia
1186,cancer
1188,head and neck cancer
1188,oropharyngeal cancer
1189,head and neck cancer
1189,oropharyngeal cancer
1190,head and neck cancer
1190,oropharyngeal cancer
1191,head and neck cancer
1191,oropharyngeal cancer
1193,head and neck cancer
1193,oropharyngeal cancer
1196,oncology
1199,cancer
1202,cancer
1203,cancer
1204,oncology
1205,cancer
1206,cancer
1208,cancer
1209,oncology
1212,oncology
1213,cancer
1214,cancer
1216,clonal hematopoiesis
1216,cancer
1217,oncology
1218,cancer
1218,clonal hematopoiesis
1219,cancer
1219,chronic lymphocytic leukemia
1220,cancer
1220,breast cancer
1221,cancer
1221,lynch syndrome
1222,cancer
1222,cardiomyopathy
1223,cancer
1223,small bowel adenocarcinoma
1224,cancer
1224,breast cancer
1225,cancer
1225,diabetes
1225,focal lesions
1226,glioma
1226,cancer
1226,li-fraumeni syndrome
1227,genitourinary cancer
1227,bladder cancer
1227,metastatic urothelial carcinoma
1228,genitourinary cancer
1228,bladder cancer
1228,metastatic urothelial carcinoma
1229,genitourinary cancer
1229,kidney cancer
1229,bladder urothelial carcinoma
1230,genitourinary cancer
1230,bladder cancer
1230,transitional cell carcinoma
1231,genitourinary cancer
1231,kidney cancer
1231,renal cell carcinoma
1232,genitourinary cancer
1232,kidney cancer
1232,renal cell carcinoma
1232,bulky disease
1233,genitourinary cancer
1233,kidney cancer
1233,metastatic renal cell carcinoma
1234,genitourinary cancer
1234,bladder cancer
1235,genitourinary cancer
1235,kidney cancer
1235,metastatic renal cell carcinoma
1236,genitourinary cancer
1236,bladder cancer
1236,metastatic urothelial carcinoma
1237,genitourinary cancer
1237,kidney cancer
1237,metastatic renal cell carcinoma
1238,genitourinary cancer
1238,kidney cancer
1238,metastatic renal cell carcinoma
1239,blood disorder
1239,myelodysplastic syndrome
1240,blood disorder
1240,myelodysplastic syndrome
1240,wounds
1241,blood disorder
1241,acute leukemia
1241,myelodysplastic syndrome
1241,acute myeloid leukemia
1242,blood disorder
1242,myelodysplastic syndrome
1243,blood disorder
1243,letterer-siwe disease
1243,myelodysplastic syndrome
1244,blood disorder
1244,myelodysplastic syndrome
1244,cps
1244,chronic myeloid leukemia
1245,blood disorder
1245,myelodysplastic syndrome
1245,histiocytic sarcoma
1246,blood disorder
1246,myelodysplastic syndrome
1246,chronic myeloid leukemia
1247,blood disorder
1247,myelodysplastic syndrome
1247,aml
1248,blood disorder
1248,acute leukemia
1248,myelodysplastic syndrome
1248,aml
1249,blood disorder
1249,acute leukemia
1249,myelodysplastic syndrome
1249,acute myeloid leukemia
1250,melanoma
1250,skin cancer
1251,melanoma
1251,skin cancer
1252,melanoma
1252,skin cancer
1253,melanoma
1253,skin cancer
1254,melanoma
1254,skin cancer
1255,melanoma
1255,skin cancer
1255,metastatic uveal melanoma
1256,melanoma
1256,skin cancer
1257,melanoma
1257,skin cancer
1258,melanoma
1258,skin cancer
1259,melanoma
1259,skin cancer
1260,melanoma
1260,skin cancer
1260,mucosal melanoma
1261,melanoma
1261,skin cancer
1262,cancer
1263,cancer
1264,cancer
1265,cognitive impairment
1265,blood cancer
1266,cancer
1267,oncology
1267,cancer
1268,oncology
1269,cancer
1270,oncology
1270,cancer
1271,oncology
1271,sarcopenia
1271,cancer
1271,abc
1272,blood cancer
1273,cognitive impairment
1273,cancer
1273,insomnia
1274,gastric cancer
1275,pancreatic cancer
1275,metastatic pancreatic cancer
1276,cancer
1276,hepatocellular carcinoma of liver
1277,gastric cancer
1277,esophago-gastric adenocarcinoma
1278,pancreatic cancer
1279,gastric cancer
1280,pancreatic cancer
1280,metastatic pancreatic cancer
1281,gastric cancer
1281,gastro-esophageal cancer
1282,gastric cancer
1282,gastroesophageal junction cancer
1283,gastric cancer
1283,esophageal cancer
1284,cancer
1285,cancer
1285,breast cancer
1286,cancer
1286,clear cell carcinoma
1287,cancer
1287,pancreatic adenocarcinoma
1288,cancer
1289,cancer
1289,oncology
1290,cancer
1291,cancer
1291,breast cancer
1291,metabolic syndrome
1292,cancer
1292,obesity
1292,breast cancer
1293,cancer
1293,breast cancer
1294,cancer
1295,cancer
1295,transitional cell carcinoma
1296,cancer
1296,ovarian cancer
1297,cancer
1298,cancer
1298,lynch syndrome
1299,cancer
1299,obesity
1300,cancer
1301,cancer
1301,lynch syndrome
1302,cancer
1303,cancer
1303,epithelial ovarian cancer
1304,cancer
1305,cancer
1306,cancer
1307,contralateral breast cancer
1307,cancer
1307,breast cancer
1308,cancer
1308,breast cancer
1309,cancer
1310,cancer
1310,lynch syndrome
1310,immune dysfunction
1311,cancer
1311,adenoma
1311,breast cancer
1312,cancer
1312,breast cancer
1313,cancer
1314,cancer
1315,cancer
1316,cancer
1316,non-small cell lung cancer
1317,cancer
1317,hyperplasia
1317,breast cancer
1318,cancer
1318,lung adenocarcinoma
1319,cancer
1320,cancer
1320,dicer1 syndrome
1321,cancer
1321,tumors
1322,cancer
1322,lung cancer
1323,cancer
1324,cancer
1324,biliary tract cancer
1325,cancer
1325,liver cancer
1326,cancer
1326,lcnec
1326,small-cell lung cancer
1327,cancer
1327,anaplastic large cell lymphoma
1328,tumors
1328,cancer
1329,cancer
1329,solid tumor
1330,cancer
1330,triple-negative breast cancer
1331,cancer
1331,thrombocytopenia
1332,cancer
1332,cutaneous t-cell lymphoma
1333,cancer
1334,cancer
1335,cancer
1336,cancer
1337,cancer
1337,lung adenocarcinoma
1338,cancer
1339,cancer
1339,breast cancer
1340,cancer
1340,metastatic breast cancer
1341,cancer
1341,breast cancer
1342,cancer
1342,breast cancer
1343,cancer
1344,cancer
1344,mmr
1344,deficiency
1345,cancer
1345,ovarian cancer
1346,breast cancer
1346,cancer
1347,cancer
1347,prostate cancer
1348,cancer
1348,breast cancer
1349,cancer
1350,cancer
1351,cancer
1351,lung cancer
1352,cancer
1352,lung cancer
1353,genitourinary cancer
1353,kidney cancer
1353,clear cell renal cell carcinoma
1354,genitourinary cancer
1354,bladder cancer
1354,transitional cell carcinoma
1355,genitourinary cancer
1355,bladder cancer
1356,genitourinary cancer
1356,kidney cancer
1357,genitourinary cancer
1357,bladder cancer
1358,genitourinary cancer
1358,kidney cancer
1358,renal cell carcinoma
1359,genitourinary cancer
1359,bladder cancer
1359,urothelial cancer
1360,genitourinary cancer
1360,bladder cancer
1360,urothelial cancer
1361,genitourinary cancer
1361,bladder cancer
1362,genitourinary cancer
1362,kidney cancer
1362,renal cell carcinoma
1363,genitourinary cancer
1363,kidney cancer
1363,clear cell renal cell carcinoma
1363,oncology
1364,genitourinary cancer
1364,bladder cancer
1364,genitourinary tumor
1365,genitourinary cancer
1365,germ cell tumor
1366,genitourinary cancer
1366,kidney cancer
1366,autoimmune disorder
1366,renal cell carcinoma
1366,transitional cell carcinoma
1367,genitourinary cancer
1367,bladder cancer
1367,transitional cell carcinoma
1368,genitourinary cancer
1368,bladder cancer
1369,genitourinary cancer
1369,bladder cancer
1369,transitional cell carcinoma
1370,genitourinary cancer
1370,kidney cancer
1370,renal cell carcinoma
1371,genitourinary cancer
1371,bladder cancer
1371,metastatic urothelial carcinoma
1372,genitourinary cancer
1372,bladder cancer
1372,metastatic urothelial carcinoma
1373,genitourinary cancer
1373,bladder cancer
1373,non muscle invasive bladder cancer
1374,genitourinary cancer
1374,bladder cancer
1375,genitourinary cancer
1375,bladder cancer
1375,muscle invasive bladder cancer
1376,genitourinary cancer
1376,bladder cancer
1376,urothelial cancer
1377,genitourinary cancer
1377,bladder cancer
1377,muscle invasive bladder cancer
1378,genitourinary cancer
1378,bladder cancer
1379,genitourinary cancer
1379,bladder cancer
1379,muscle invasive bladder cancer
1380,genitourinary cancer
1380,cancer
1380,pheochromocytoma
1381,genitourinary cancer
1381,bladder cancer
1381,bladder carcinoma
1382,genitourinary cancer
1382,bladder cancer
1382,metastatic urothelial carcinoma
1383,genitourinary cancer
1383,kidney cancer
1384,genitourinary cancer
1384,kidney cancer
1385,genitourinary cancer
1385,bladder cancer
1385,metastatic urothelial carcinoma
1386,genitourinary cancer
1386,kidney cancer
1386,renal cell carcinoma
1387,bladder cancer
1387,genitourinary cancer
1388,genitourinary cancer
1388,bladder cancer
1388,urothelial cancer
1388,pss
1389,genitourinary cancer
1389,bladder cancer
1389,urothelial cancer
1390,genitourinary cancer
1390,bladder cancer
1391,genitourinary cancer
1391,bladder cancer
1391,transitional cell carcinoma
1392,squamous cell carcinoma
1392,genitourinary cancer
1392,bladder cancer
1392,muscle invasive bladder cancer
1393,genitourinary cancer
1393,kidney cancer
1393,clear cell renal cell carcinoma
1394,genitourinary cancer
1394,bladder cancer
1394,urothelial cancer
1395,genitourinary cancer
1395,bladder cancer
1396,genitourinary cancer
1396,kidney cancer
1396,renal cell carcinoma
1397,genitourinary cancer
1397,kidney cancer
1397,metastatic renal cell carcinoma
