Abstract_Title,Session_Title,Date,Relevance,Priority
Real-world experience in advanced NSCLC using FDA approved NGS CDx.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Low-coverage whole genome sequencing of FFPE-derived-DNA and extracellular vesicle-associated DNA in patients with metastatic cancer.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Genes copy number variation in tumor cells of patients with metastatic and non-metastatic lung adenocarcinoma.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Genetic mutation analysis of plasma circulating tumor DNA by ultra-deep sequencing in breast benign lesions and cancers.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Cell-free DNA methylation markers for noninvasive early detection of nasopharyngeal carcinoma.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Measuring parameters of the cancer ecosystem for cancer ecological staging.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Direct oral anticoagulants (DOAC) versus warfarin and enoxaparin in ovarian vein thrombosis.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Bone metastasis unique plasma exosomal microRNA signature in non-small cell lung cancer.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Biofabricated tumor microenvironments for studying colorectal cancer <em>in vitro </em>and <em>in vivo</em>.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
The ACC melanoma pilot project: Real-world evaluation of an NGS platform for molecular characterization of melanoma in Italy.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Systemic immune-inflammation index to predict prognosis of elderly patients with newly diagnosed solid tumors.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Multiplatform molecular profiling: Observational study to determine the effect of treatment selection in advanced or refractory metastatic solid tumors.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
"A highly efficient, low-cost, novel multicomponent nanosystem for rapid enumeration of circulating tumor cells.",Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Effect of MALAT1 in the crosstalk between nucleus and mitochondria on mitochondrial reprogramming in hepatocellular carcinoma cells.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
RERG involvement in the RAS pathway and ER-dependent transcription in breast cancer.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Detection of circulating cancer stem cells (cCSCs) as a predictive biomarker for breast cancer relapse or metastasis.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Tracking circulating cell-free tumor DNA in gastric cancer to detect early disease recurrence.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Real-world application of next generation sequencing to guide therapeutic options in lymphoma.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Identify driver mutants in lung cancer by supernatants of pleural effusion and monitor resistance to targeted therapy.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Role of metabolic reprogramming toward fatty acid oxidation on tumor lymph node metastasis.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Sorafenib as a postoperative adjuvant therapy in patients with hepatocellular carcinoma and microvascular invasion: A propensity score matching analysis.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Impact on U251 glioma cell radiosensitivity and CFL1 level via inhibiting cell motility regulator ROCKII of RhoA-RockII-CFL1 pathway.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Exceptions to the rule: Novel retrospective analysis of a single-center institution of the PSMA PET/CT modality.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Changes in TROP2 expression in lung cancer patients receiving anticancer treatments.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Zero delay plasma vs. Streck cfDNA tubes: Does immediately centrifuging blood at the point of draw improve cell-free DNA signal-to-noise?,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
TrkA neurotrophin receptor and PI3K-Akt signaling involvement in cranial irradiation-induced memory deficit.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Impact of combined MRP1 inhibition and mutant p53-targeting compound APR-246.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
"CTC enumeration and characterization as a pharmacodynamic marker in the phase I clinical study of APX3330, an APE1/Ref-1 inhibitor, in patients with advanced solid tumors.",Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Multiplex genomic testing (MGT): Four-year real-world experience of two community oncology practices in central rural Nebraska.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Quantitative image profiling of the tumor microenvironment on double stained immunohistochemistry images using deep learning.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Clinical assessment of tumor angiogenesis and its predictive value for chemotherapy responses of colorectal metastatic hepatic tumors.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
"CD205, a target antigen for a novel ADC: Evaluation of antigen expression on TNBC, pancreatic adenocarcinoma and bladder urothelial carcinoma.",Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Moving away from the boilerplate: Real-world evidence for clinical trial laboratory criteria.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
The landscape of ARID1A variants and correlation with tumor mutational burden in Chinese solid tumor patients.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Reanalysis of the efficacy of molecular targeted agents (MTAs) given in the randomized trial SHIVA01 according to the ESMO ESCAT scale of actionability.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Tumor mutational burden reference materials for assay standardization.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Differential copy number alteration profiles among gynecological malignancies.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
IDH1 polymorphism G105G (rs11554137) as a prognostic factor in gliomas.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Effect of therapeutic GAS6/AXL inhibition of tumor and stromal cells on DNA damage and response to chemotherapy in ovarian cancer.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Noninvasive prediction of future macrovascular invasion occurrence in hepatocellular carcinoma based on quantitative imaging analysis: A multi-center study.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Analysis of lipid metabolism genes in advanced small cell lung cancer.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
The impact of androgen receptor (AR) expression on the prognosis of ductal carcinoma in situ (DCIS).,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Automated breast cancer lesion detection on breast MRI using artificial intelligence.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Dynamic change of PD-L1 expression on circulating tumor cells in advanced breast cancer undergoing PD-1 blockade therapy.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Circulating-free DNA analysis from long-term surviving metastatic colorectal cancer patients undergoing surgery for resectable disease.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Combination mTORC1/2 and BCL- X<sub>L</sub> inhibition in endocrine and CDK4/6-resistant estrogen receptor-positive breast cancer.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
A novel mutant-allele capture method for enrichment of low abundant cancer mutants.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Longitudinal monitoring of cell-free DNA to predict for transarterial chemo-embolization failure in hepatocellular carcinoma.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
A novel CRISPR-directed gene editing method that catalyzes precise gene segment replacement <em>in vitro</em> enabling multiplex site-directed mutagenesis.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
A large subtype of squamous cell carcinoma enriched for TrkB-T1 mRNA.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Utility of the Breast Cancer Index (BCI) in the clinical practice.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
A retrospective analysis of venous thromboembolism trends in chemotherapy-induced anemia: Red blood cell transfusion versus erythrocyte stimulating agent (ESA) administration.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
The chick embryo chorioallantoic membrane assay: <em>In ovo </em>model for personalized assessment and evaluation of the most effective therapeutic approach in cancer therapy.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Implication of DYRK1B kinase in dormant glioblastoma cancers and utilization of DYRK1B inhibitors as a novel therapeutic strategy for glioblastoma.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
An aggressive RhoC phenotype is associated with relapse after external beam radiation therapy of a prostate cancer xenograft model.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
Role of radiomics to differentiate benign from malignant pheochromocytomas and paragangliomas on contrast enhanced CT scans.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
AcornFusion: A novel tool to detect gene fusion events in DNA-Seq data.,Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
"The relationship between response and dose in published, contemporary phase 1 oncology trials.",Developmental Therapeutics and Tumor Biology (Nonimmuno): Publication Only,"May 31, 2019",0,Not Relevant
